sym,name,years_in,sector,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
CAG,Conagra Brands,40,Consumer Staples,7.475238095238095,8.149274193548386,9.643571428571429,9.48047619047619,11.495714285714286,10.970555555555555,10.568804780876494,12.041354581673307,10.132213438735176,9.84968253968254,12.38404761904762,13.450079365079365,15.15376,19.911031746031746,19.625595238095237,24.818492063492066,29.172420634920634,31.186852589641433,30.818406374501993,24.411190476190477,31.149841897233202,32.74011904761905,33.81577689243028,38.3955
COP,ConocoPhillips,66,Energy,9.76734126984127,10.895725806451612,10.670039682539683,10.911865079365079,15.82920634920635,24.517301587301585,27.701035856573704,34.039043824701196,33.92324110671937,21.42075396825397,27.219444444444445,36.43706349206349,38.93496,47.04825396825397,56.13630952380952,45.79940476190477,34.83099206349206,40.11278884462151,56.418326693227094,53.371269841269836,37.21948616600791,55.16170634920635,100.81685258964143,118.8205
ED,Consolidated Edison,66,Utilities,11.564285714285713,14.417298387096773,16.42904761904762,16.93444444444444,18.647857142857145,21.045873015873017,22.308844621513945,24.59840637450199,22.280474308300395,22.591984126984126,27.945873015873016,34.25849206349206,39.39076,39.970396825396826,41.47484126984127,47.506547619047616,57.90015873015873,65.82274900398406,65.26199203187251,75.01404761904762,71.12584980237155,70.56880952380952,89.9907171314741,94.727
STZ,Constellation Brands,18,Consumer Staples,5.745992063492063,8.587540322580645,11.928888888888888,12.656190476190476,16.694285714285716,23.78654761904762,23.675896414342628,21.192031872509958,17.02383399209486,12.77202380952381,15.854722222222222,18.176785714285714,24.445040000000002,47.945436507936506,76.85825396825396,111.34821428571429,142.74904761904762,172.7154581673307,199.9678486055777,178.58797619047618,173.87355731225298,221.39511904761903,237.0705577689243,222.45300000000003
CEG,Constellation Energy,1,Utilities,,,,,,,,,,,,,,,,,,,,,,,68.72495833333333,83.334
COO,CooperCompanies,7,Health Care,16.29154761904762,22.379677419354838,24.277619047619048,34.49285714285715,58.15071428571429,67.70884920634921,50.58772908366534,48.26741035856574,31.351422924901186,27.061785714285712,42.385238095238094,69.4634126984127,83.98036,117.74988095238096,144.51833333333335,164.13690476190476,163.76440476190476,221.29418326693227,244.2375298804781,301.0603571428572,317.93391304347824,401.5593253968254,339.03354581673307,344.18899999999996
CPRT,Copart,5,Industrials,1.412063492063492,2.133467741935484,1.9255952380952381,1.287936507936508,2.6304761904761906,2.9732539682539683,3.378565737051793,3.9429482071713147,4.870474308300396,4.0090079365079365,4.403214285714285,5.356111111111111,6.5323199999999995,8.361071428571428,8.7434126984127,9.086785714285714,11.724365079365079,16.384501992031872,26.22565737051793,35.85535714285714,47.899011857707514,66.14496031746032,59.95876494023904,63.571000000000005
GLW,Corning Inc.,28,Information Technology,51.13166666666667,14.792459677419354,3.319642857142857,5.457936507936508,8.288174603174603,11.496626984126985,16.483187250996014,16.764621513944224,14.092332015810277,10.672896825396826,13.436666666666666,12.93718253968254,9.75784,11.417539682539681,16.222936507936506,16.517896825396825,17.741349206349206,24.94864541832669,26.893346613545816,27.75619047619048,26.730197628458498,37.872261904761906,34.0600796812749,35.304500000000004
CTVA,Corteva,4,Materials,,,,,,,,,,,,,,,,,,,,26.299738562091505,28.441620553359684,44.000238095238096,57.31211155378486,61.81
CSGP,CoStar Group,1,Industrials,3.035555555555556,2.211129032258065,2.0508333333333333,2.825714285714286,4.167619047619048,4.3318650793650795,4.941673306772908,5.137370517928287,4.3017391304347825,3.6172619047619046,4.4816666666666665,5.881984126984127,7.50284,13.57515873015873,16.50305555555556,19.587103174603175,19.624801587301587,25.443107569721118,38.08653386454183,52.806309523809524,74.41079051383399,85.77309523809524,68.67478087649403,78.229
COST,Costco,30,Consumer Staples,28.00861111111111,27.590645161290322,25.914126984126984,23.053809523809527,28.74309523809524,32.17543650793651,37.37681274900398,42.82426294820717,46.2398023715415,37.1047619047619,45.111825396825395,59.2740873015873,70.4764,92.21416666666667,101.41984126984127,128.38646825396825,135.9077380952381,153.02167330677293,195.686015936255,248.2971031746032,315.825256916996,415.79265873015873,507.72605577689245,482.285
CTRA,Coterra,15,Energy,1.221031746031746,1.6121370967741935,1.418253968253968,1.6557142857142857,2.462420634920635,3.7115476190476193,4.863505976095618,6.890876494023904,8.665691699604743,6.422301587301588,6.87765873015873,12.07829365079365,15.48752,26.997142857142855,27.221071428571427,21.27345238095238,18.26079365079365,19.854741035856573,19.46964143426295,17.743650793650794,14.93909090909091,15.824206349206348,25.69414342629482,24.304
CCI,Crown Castle,11,Real Estate,23.36936507936508,11.340201612903225,3.2663492063492066,6.004007936507937,10.305436507936507,14.908492063492064,23.4497609561753,26.373187250996015,23.24711462450593,19.012857142857143,28.590039682539683,30.27063492063492,42.295559999999995,52.29666666666667,55.57579365079365,62.87511904761905,70.37492063492063,81.14876494023905,91.78334661354582,114.59853174603175,144.7965217391304,170.14880952380952,160.75776892430278,144.538
CSX,CSX,66,Industrials,0.896904761904762,1.3248387096774195,1.3132936507936508,1.2243253968253967,1.3340476190476191,1.7733333333333332,2.6295219123505977,3.5399203187250996,4.467588932806324,3.2047222222222222,4.757023809523809,6.278174603174603,5.95784,7.018769841269841,8.921150793650794,9.274761904761904,8.534087301587302,15.597410358565737,20.28247011952191,22.84952380952381,23.92177865612648,32.02420634920635,31.928685258964144,31.464
CMI,Cummins,58,Industrials,5.175515873015873,5.8986693548387095,5.42313492063492,6.18484126984127,10.846626984126983,13.511944444444445,19.618685258964142,34.97836653386454,36.12324110671937,26.599285714285717,55.59142857142857,74.46972222222222,77.79296000000001,93.35111111111111,112.79555555555555,100.24571428571429,96.70055555555555,135.89537848605576,132.20135458167331,147.19214285714284,172.96411067193677,231.05539682539683,212.60936254980078,243.3825
CVS,CVS Health,66,Health Care,15.155674603174603,15.755322580645162,10.602142857142857,10.54265873015873,14.847579365079365,19.99623015873016,22.47836653386454,27.37227091633466,27.381225296442686,23.81797619047619,24.878730158730157,27.85107142857143,35.72524,46.75047619047619,63.54837301587302,83.52023809523808,77.64777777777779,66.25386454183267,62.191075697211154,55.495158730158735,60.00122529644268,79.69626984126984,97.85749003984064,88.64099999999999
DHI,D.R. Horton,18,Consumer Discretionary,3.281904761904762,5.839959677419355,8.451706349206349,11.064642857142857,17.91642857142857,26.442738095238095,21.840557768924302,15.655816733067729,9.943557312252963,8.845476190476191,10.073611111111111,10.02265873015873,15.56052,19.400000000000002,20.578611111111112,26.008650793650794,27.4481746031746,34.52354581673307,40.05601593625498,44.36638888888889,58.832885375494065,88.61904761904762,77.00350597609562,94.3775
DHR,Danaher Corporation,25,Health Care,9.126111111111111,10.375887096774193,11.332857142857144,12.886269841269842,17.790198412698413,19.22063492063492,23.24203187250996,27.485537848605578,25.79316205533597,22.24361111111111,28.864484126984127,35.22388888888889,38.348839999999996,47.60920634920635,56.10944444444444,64.13992063492064,72.52178571428573,83.69888446215138,99.12577689243028,131.62535714285713,183.87458498023713,273.388373015873,269.34852589641434,266.963
DRI,Darden Restaurants,28,Consumer Discretionary,6.624404761904762,9.744475806451613,12.945634920634921,10.72936507936508,12.47690476190476,17.213015873015873,21.544342629482074,23.04322709163347,16.342766798418975,19.05253968253968,25.962500000000002,29.30829365079365,32.56396,33.210277777777776,35.06460317460318,48.029444444444444,54.52357142857143,71.60533864541833,90.29274900398406,106.16345238095238,83.57241106719367,134.41198412698412,128.86788844621515,146.939
DVA,DaVita Inc.,15,Health Care,2.228690476190476,6.343387096774194,7.874325396825396,9.369246031746032,15.502301587301586,22.799087301587303,27.427928286852588,28.309282868525898,26.038142292490118,25.40527777777778,32.53146825396826,38.81579365079365,47.33996,59.11484126984127,71.1831746031746,77.40369047619048,68.98964285714285,63.52629482071713,68.70517928286853,57.948214285714286,86.08458498023715,115.59063492063493,94.58609561752988,79.216
DE,John Deere,66,Industrials,12.352619047619049,13.127056451612905,15.155952380952382,16.862460317460318,22.720873015873014,23.227777777777778,29.166573705179285,46.618565737051796,49.68719367588933,31.897619047619045,50.13952380952381,64.79948412698413,65.25287999999999,70.88753968253968,74.09551587301587,74.73075396825398,75.12329365079366,112.01203187250997,139.5696812749004,153.85607142857145,180.7514624505929,343.88353174603174,372.1445418326693,423.483
DAL,Delta Air Lines,10,Industrials,,,,,,,,16.48392857142857,8.4098814229249,6.691150793650794,11.194880952380952,8.248015873015873,8.948559999999999,17.80349206349206,33.72952380952381,41.70809523809524,39.48694444444444,46.608007968127495,52.06350597609562,54.260753968253965,34.92549407114625,42.81670634920635,35.451992031872514,37.7915
XRAY,Dentsply Sirona,15,Health Care,9.071468253968256,12.236935483870969,16.30638888888889,17.703214285714285,21.785714285714285,24.394920634920638,26.93657370517928,33.540637450199206,33.33608695652174,27.641031746031747,29.793095238095237,32.99880952380953,35.30956,40.27123015873016,44.675555555555555,50.901984126984125,57.044761904761906,58.6201593625498,43.909601593625496,50.10579365079365,45.44154150197628,59.00849206349206,38.93298804780876,35.57
DVN,Devon Energy,23,Energy,16.835039682539684,16.69657258064516,15.42515873015873,16.750357142857144,22.44218253968254,36.051428571428566,43.37637450199203,53.67980079681275,66.38225296442687,42.49472222222222,47.946507936507935,54.54698412698413,44.853480000000005,42.52166666666666,50.54960317460318,40.301944444444445,27.957857142857144,29.572908366533866,29.40374501992032,20.987579365079366,10.780039525691699,25.70468253968254,58.67147410358566,61.8605
DXCM,Dexcom,3,Health Care,,,,,,3.1539010989010987,3.727211155378486,2.112948207171315,1.5163636363636364,1.4516269841269842,2.8354761904761903,3.2152777777777777,2.9876,5.742301587301587,10.42095238095238,18.997896825396825,18.44376984126984,17.15482071713147,24.74215139442231,38.27599206349206,86.53889328063241,115.25063492063492,98.71490039840637,108.593
FANG,Diamondback Energy,5,Energy,,,,,,,,,,,,,15.08377358490566,30.903928571428573,59.84531746031746,62.524880952380954,75.0370634920635,86.02107569721116,105.16717131474103,84.01261904761905,39.245415019762845,77.43738095238096,127.26996015936254,140.584
DLR,Digital Realty,7,Real Estate,,,,,6.0393181818181825,8.43626984126984,14.765099601593626,20.52203187250996,20.671541501976282,22.261825396825394,33.314047619047614,36.33154761904762,45.39568,40.095238095238095,42.6190873015873,51.02738095238095,73.01833333333333,92.31043824701194,93.16952191235059,103.9888888888889,127.12197628458499,141.86444444444444,122.13553784860558,104.74949999999998
DFS,Discover Financial,16,Financials,,,,,,,,16.550719424460432,11.086403162055337,8.730833333333333,12.320238095238095,18.83107142857143,28.17304,38.73436507936508,50.22154761904762,48.24107142857143,48.36238095238095,57.61661354581673,66.2208764940239,71.51678571428572,55.9798814229249,109.16138888888888,104.68956175298806,106.737
DISH,Dish Network,6,Communication Services,32.04666666666667,20.02,15.667142857142856,23.43357142857143,23.248055555555556,21.42293650793651,23.42350597609562,31.963227091633467,20.866482213438736,13.235119047619047,17.800992063492064,23.23920634920635,30.50908,42.98599206349206,62.604484126984126,66.99825396825398,51.50972222222222,58.45,35.87402390438247,34.17603174603175,31.009249011857708,38.84361111111111,22.013266932270916,14.553
DIS,Disney,47,Communication Services,28.779444444444444,20.60810483870968,15.5425,15.891428571428571,19.902539682539683,21.370952380952378,24.272151394422313,28.61525896414343,25.192885375494072,21.116309523809527,29.76380952380952,33.47944444444445,41.621,57.213412698412704,77.8075,100.84607142857142,92.32420634920635,102.26302788844622,105.87972111553785,129.6602380952381,126.40185770750989,175.88607142857143,114.4214342629482,100.465
DG,Dollar General,11,Consumer Staples,,,,,,,,,,21.19242424242424,25.691230158730157,31.224444444444448,43.855760000000004,48.85583333333334,55.33551587301587,67.14742063492064,74.89297619047619,72.62175298804782,97.1318326693227,132.7763888888889,182.74948616600793,211.05015873015873,233.81685258964143,236.3315
DLTR,Dollar Tree,12,Consumer Staples,12.119087301587303,8.319637096774194,10.124722222222221,9.895912698412697,9.409484126984127,8.240714285714285,9.314501992031873,12.352509960159363,11.27316205533597,14.873571428571427,21.802222222222223,32.8109126984127,46.523360000000004,50.73904761904762,56.03448412698413,74.9722619047619,83.54301587301588,82.03884462151395,92.22780876494024,103.2895238095238,90.8399209486166,108.4547619047619,151.1049003984064,146.522
D,Dominion Energy,7,Utilities,9.739166666666666,13.026491935483872,12.67202380952381,13.61202380952381,15.261190476190476,18.50702380952381,19.63406374501992,23.27593625498008,22.862450592885374,19.266984126984127,24.948730158730157,29.950396825396826,33.98668,40.40119047619048,49.39547619047619,51.827420634920635,55.65646825396826,61.70776892430279,58.070677290836656,66.48960317460318,72.07241106719367,70.53242063492063,74.07653386454183,61.689499999999995
DPZ,Domino's,3,Consumer Discretionary,,,,,7.2590082644628104,10.045595238095236,12.281235059760958,14.36988047808765,9.155731225296442,6.366190476190476,11.142063492063492,20.208055555555557,31.390439999999998,53.18785714285714,71.17107142857144,98.72988095238095,129.9670634920635,178.76055776892431,242.98784860557768,254.3470238095238,357.09090909090907,444.07130952380953,379.3818725099602,343.4865
DOV,Dover Corporation,38,Industrials,19.565,16.449354838709677,14.759444444444444,14.759007936507937,18.37702380952381,18.286666666666665,22.761195219123508,23.680836653386457,20.701422924901188,17.297896825396823,25.400714285714283,31.783373015873014,32.3444,44.85738095238095,55.68686507936508,46.87972222222223,48.154444444444444,62.29832669322709,74.32581673306773,90.93214285714286,101.93565217391304,149.2379761904762,138.18876494023903,140.6685
DOW,Dow Inc.,4,Materials,,,,,,,,,,,,,,,,,,,,41.581758793969854,38.40181818181818,56.00880952380952,53.67414342629482,56.044500000000006
DTE,DTE Energy,66,Utilities,10.94702380952381,14.134959677419355,15.426825396825397,14.661825396825398,16.201626984126985,18.737103174603174,18.55215139442231,22.180637450199203,19.2601185770751,17.18892857142857,24.57297619047619,27.85730158730159,33.950919999999996,41.191230158730164,48.25253968253968,53.05563492063492,62.45944444444445,75.14434262948207,78.0711155378486,94.20436507936508,89.80628458498025,107.40178571428571,120.5288047808765,115.38250000000001
DUK,Duke Energy,47,Utilities,20.272460317460318,25.041935483870965,18.49579365079365,11.962698412698412,16.070753968253968,21.27095238095238,24.09956175298805,28.14,26.594387351778657,24.399126984126983,29.160039682539683,34.43119047619047,41.0312,46.02623015873016,51.2522619047619,54.02130952380953,59.48952380952381,66.29749003984064,65.88868525896414,77.22956349206349,78.77679841897233,92.85031746031746,101.26346613545817,102.171
DD,DuPont,4,Materials,22.635,24.41141129032258,22.38103174603175,25.269484126984125,34.02281746031746,38.73615079365079,34.188366533864546,38.613306772908366,30.635138339920946,18.146190476190476,28.815436507936507,33.428492063492065,33.43788,39.69575396825397,56.36797619047619,57.306626984126986,63.269484126984125,82.51517928286853,84.72414342629482,66.99400793650794,50.84857707509882,74.04246031746032,64.76302788844622,72.9835
DXC,DXC Technology,6,Information Technology,23.631944444444443,13.01399193548387,12.340793650793652,11.43313492063492,14.096984126984127,14.381984126984127,16.18143426294821,16.77171314741036,12.570513833992095,13.755674603174603,15.076468253968255,11.877698412698413,9.63088,15.899761904761904,20.20916666666667,22.370158730158728,35.99424603174603,65.37828685258964,79.09059760956175,47.44789682539683,20.33691699604743,33.450674603174605,29.825617529880475,28.384500000000003
EMN,Eastman Chemical Company,29,Materials,10.810039682539683,11.29983870967742,11.202896825396826,9.285317460317462,13.212063492063493,16.250674603174602,16.73832669322709,20.651314741035858,19.222885375494073,14.84797619047619,23.801111111111112,32.638015873015874,40.03016,56.63035714285714,64.48123015873016,58.185873015873014,56.68833333333333,70.07597609561753,82.38458167330677,66.91186507936509,67.89525691699605,106.29880952380952,94.66219123505975,87.8595
ETN,Eaton Corporation,66,Industrials,7.097896825396826,9.986370967741935,10.757182539682539,12.650674603174602,18.593015873015872,19.626031746031746,22.34175298804781,28.680956175298807,23.49893280632411,17.213809523809523,27.435634920634918,34.47579365079365,34.94628,50.20111111111111,56.08269841269841,51.07107142857143,52.18361111111111,65.6303187250996,70.88139442231075,75.17880952380953,90.88885375494071,144.68376984126982,145.08235059760955,159.348
EBAY,eBay,21,Consumer Discretionary,6.2914682539682545,5.3311693548387105,5.816547619047619,9.805793650793651,16.78246031746032,15.694563492063493,13.032071713147412,13.283266932270916,9.616798418972333,7.311825396825396,9.705753968253967,12.317063492063493,16.6602,21.093095238095238,21.074166666666667,24.233492063492065,25.37281746031746,32.866573705179285,33.804262948207175,35.10376984126984,44.037312252964426,64.11559523809524,47.3803984063745,46.046
ECL,Ecolab,34,Materials,14.275119047619047,15.309798387096773,17.738214285714285,20.408373015873014,24.472380952380952,26.712380952380954,33.35386454183267,36.80908366533865,36.60197628458498,33.78503968253968,40.74924603174603,45.34107142857143,57.584199999999996,80.28150793650794,98.37075396825396,104.10611111111112,106.92698412698412,121.12637450199203,137.71681274900396,177.5248015873016,191.62743083003951,214.1404761904762,163.65422310756972,151.01
EIX,Edison International,66,Utilities,11.15468253968254,6.95133064516129,7.5598809523809525,8.788412698412698,14.105238095238095,22.000753968253967,24.42613545816733,31.29553784860558,27.363320158102766,19.680357142857144,22.383650793650794,25.559603174603176,30.56984,34.197539682539684,41.31753968253968,46.19869047619048,54.67682539682539,61.92752988047808,52.08848605577689,56.681706349206344,53.355494071146246,55.35793650793651,63.01398406374502,67.44550000000001
EW,Edwards Lifesciences,12,Health Care,1.5647938144329896,1.9118548387096774,2.1207539682539682,2.369047619047619,2.8793650793650793,3.5774999999999997,3.716573705179283,4.1137450199203185,4.43292490118577,5.552738095238095,9.468174603174603,13.187896825396825,14.63236,12.329801587301588,15.292936507936508,23.79670634920635,33.032896825396826,35.679282868525895,47.43039840637451,66.6029365079365,76.08980237154151,102.64154761904761,97.16127490039841,77.4485
EA,Electronic Arts,21,Communication Services,20.289920634920637,26.49798387096774,30.095515873015874,36.9693253968254,49.14472222222222,56.82309523809524,50.754940239043826,51.91980079681275,40.89826086956522,18.774166666666666,16.453968253968252,20.775833333333335,14.40908,21.524880952380954,33.86801587301587,63.17035714285714,72.7456746031746,102.44637450199204,116.34836653386454,94.5307142857143,120.6600790513834,137.41551587301586,126.799203187251,125.676
ELV,Elevance Health,21,Health Care,,19.52046511627907,26.075039682539682,29.035198412698414,36.831468253968254,57.27448412698413,62.73338645418327,67.21581673306773,43.555652173913046,39.372103174603176,47.24876984126984,57.56123015873016,54.03564,68.32238095238095,95.85162698412698,132.7534126984127,122.22892857142857,173.17,236.52768924302788,265.3709126984127,269.90565217391304,369.3681746031746,480.3367330677291,481.785
LLY,Eli Lilly and Company,53,Health Care,40.27174603174603,41.337620967741934,34.17595238095238,34.185317460317464,36.17698412698413,31.001865079365082,31.95035856573705,33.16362549800797,28.16221343873518,22.364841269841268,24.216269841269842,26.80630952380952,33.3484,41.92027777777778,50.88809523809523,66.9536507936508,66.5879365079365,73.56358565737051,86.07,109.48107142857143,142.7795256916996,219.50821428571427,304.7755378486056,351.5455
EMR,Emerson Electric,58,Industrials,16.135992063492065,16.343467741935484,14.738055555555555,15.145753968253969,18.542380952380952,20.50531746031746,25.561513944223105,30.591115537848605,30.0502371541502,23.74888888888889,34.50662698412698,37.26607142857143,36.11672,45.40873015873016,50.385039682539684,42.52345238095238,43.30123015873016,52.33517928286852,62.38147410358566,60.84484126984127,61.64826086956522,90.0163888888889,87.37019920318724,92.2415
ENPH,Enphase,2,Information Technology,,,,,,,,,,,,,5.283068783068783,6.601468253968254,10.285436507936508,7.99281746031746,1.8875396825396824,1.3905976095617532,4.70581673306773,17.570079365079366,70.16043478260869,176.6863888888889,225.26597609561753,230.99650000000003
ETR,Entergy,66,Utilities,12.512857142857143,16.644556451612903,18.948611111111113,23.430357142857144,28.223412698412698,35.28178571428572,38.627928286852594,56.02756972111554,54.587707509881426,41.766468253968256,44.28107142857143,41.203452380952385,42.82296,43.68845238095238,51.97718253968254,53.228611111111114,57.60793650793651,62.62498007968128,68.08354581673308,90.96650793650794,94.79565217391304,96.72230158730159,109.79442231075697,106.4935
EOG,EOG Resources,23,Energy,5.81265873015873,7.3674596774193555,7.056269841269842,7.758095238095238,10.879761904761905,21.698849206349205,26.382509960159364,28.72557768924303,39.327865612648225,28.54924603174603,38.234523809523814,39.40468253968254,42.83668,58.20468253968254,79.50603174603175,68.9438492063492,68.25809523809524,78.56677290836653,93.56529880478088,71.25412698412698,42.810237154150194,67.60646825396826,114.04115537848607,128.494
EPAM,EPAM Systems,2,Information Technology,,,,,,,,,,,,,17.851733333333332,27.98531746031746,40.6940873015873,68.42166666666667,68.56087301587301,83.13780876494025,123.06876494023903,177.1254365079365,267.67154150197626,518.6476984126984,355.23800796812753,336.32399999999996
EQT,EQT,1,Energy,4.9851190476190474,6.744233870967742,7.125753968253968,8.32559523809524,10.921547619047619,15.044444444444444,16.888565737051792,23.312868525896413,24.548418972332016,18.37468253968254,20.012261904761907,27.25468253968254,27.63544,40.3809126984127,50.13325396825397,39.15543650793651,35.46337301587302,31.683027888446215,25.160796812749002,14.807738095238095,12.081541501976284,19.08416666666667,36.93832669322709,33.4695
EFX,Equifax,26,Industrials,12.619761904761905,17.511854838709677,20.80107142857143,19.004444444444445,21.32484126984127,28.202896825396827,30.5203984063745,33.33828685258964,27.779881422924902,22.87595238095238,27.67238095238095,30.58718253968254,40.92848,54.71857142857143,66.93595238095239,90.91214285714285,112.38960317460318,120.04071713147411,113.47836653386454,124.11952380952381,153.22217391304346,232.41722222222222,202.19932270916334,213.1175
EQIX,Equinix,8,Real Estate,220.0708163265306,47.52802419354839,19.102698412698413,9.682420634920634,25.915079365079368,31.7725,46.04621513944223,70.96601593625499,57.81233201581028,59.33531746031746,71.97472222222223,74.09654761904761,131.08656,151.49178571428573,160.53825396825397,219.88281746031745,303.30357142857144,386.07517928286853,379.278406374502,467.5289682539683,663.7845454545454,743.5865079365079,660.7668525896415,703.4575
EQR,Equity Residential,22,Real Estate,7.567222222222222,9.508225806451613,9.924444444444445,10.764325396825397,12.954126984126985,16.120277777777776,21.742629482071713,21.503346613545816,19.36197628458498,13.697341269841269,24.738253968253968,32.79742063492064,35.250080000000004,34.04452380952381,40.055079365079365,49.993452380952384,51.0434126984127,53.52470119521912,53.923784860557774,68.88388888888889,56.44075098814229,72.91853174603175,73.28605577689243,60.181
ESS,Essex Property Trust,9,Real Estate,19.154920634920636,22.37826612903226,24.227380952380955,29.66043650793651,37.2125,46.10480158730159,65.82266932270917,71.83386454183267,64.79853754940711,45.1575,69.47912698412699,91.93857142857144,108.42960000000001,116.1197619047619,140.8543650793651,178.80519841269842,181.23285714285714,209.24681274900396,208.5030278884462,265.83234126984127,223.82478260869564,290.5299206349206,274.50243027888445,217.09
EL,Estée Lauder Companies (The),17,Consumer Staples,17.61416666666667,14.86100806451613,12.500753968253969,13.309246031746031,17.593055555555555,15.90281746031746,15.761274900398407,18.717051792828684,17.901739130434784,14.739246031746031,27.40373015873016,42.99496031746032,51.878879999999995,61.260714285714286,66.51968253968253,76.94674603174604,82.81174603174604,94.16095617529881,134.49768924302788,170.74238095238096,200.00300395256917,306.2757142857143,255.94219123505977,265.935
ETSY,Etsy,3,Consumer Discretionary,,,,,,,,,,,,,,,,14.775966850828729,10.6515873015873,14.398924302788846,37.128764940239044,57.80075396825397,98.04679841897233,209.61198412698414,114.01350597609562,130.0375
RE,Everest Re,6,Financials,26.65892857142857,45.33302419354839,41.74384920634921,48.187261904761904,56.41166666666667,64.50388888888888,66.72466135458167,72.23545816733068,61.43703557312253,57.46559523809524,61.61924603174603,65.79896825396825,80.03828,109.30944444444444,131.48198412698412,151.7395238095238,164.50357142857143,210.15243027888448,206.3234262948207,223.00507936507935,206.85086956521738,246.52420634920634,283.328406374502,345.793
EVRG,Evergy,5,Utilities,6.623690476190476,7.8889516129032256,5.716944444444445,7.06234126984127,9.432341269841269,11.036626984126984,11.44187250996016,13.568565737051793,12.118498023715414,11.153373015873017,14.389285714285714,17.1475,19.640880000000003,22.639007936507934,26.72075396825397,29.793373015873016,41.940515873015876,43.56490039840638,46.26099601593626,53.105714285714285,53.1804743083004,58.36861111111111,63.016932270916335,61.702999999999996
ES,Eversource,14,Utilities,10.350238095238096,9.517701612903226,8.803809523809523,8.680674603174603,10.243849206349205,10.866468253968254,12.859721115537848,17.799442231075698,15.639328063241107,14.607817460317461,18.76630952380952,23.41281746031746,26.65548,31.049761904761905,35.205595238095235,39.454841269841275,45.07964285714286,51.09848605577689,52.87553784860558,68.45027777777779,79.50486166007904,81.01095238095238,83.2983266932271,81.99600000000001
EXC,Exelon,66,Utilities,7.488650793650794,9.20491935483871,8.254801587301587,9.793492063492064,12.64829365079365,18.121587301587304,21.83840637450199,28.420517928286852,29.162687747035573,20.317738095238095,18.273214285714285,19.22138888888889,17.51276,15.653769841269842,17.65063492063492,17.44623015873016,19.093095238095238,21.965458167330677,25.30406374501992,29.78464285714286,25.965533596837943,31.77031746031746,42.21585657370518,42.324
EXPE,Expedia Group,16,Consumer Discretionary,,,,,,29.210350877192983,23.54505976095618,35.4888047808765,24.340513833992095,22.658492063492062,31.8725,35.26226190476191,42.429120000000005,55.157380952380954,74.36940476190476,103.77666666666667,108.33325396825397,131.1319920318725,117.91322709163347,122.31166666666667,92.82754940711462,162.56281746031746,130.95780876494024,105.074
EXPD,Expeditors International,16,Industrials,9.004603174603174,10.738306451612903,11.891031746031747,14.37845238095238,18.81634920634921,22.944801587301587,36.15788844621514,36.87745019920319,32.648893280632414,26.981150793650794,35.58484126984127,40.6881746031746,34.354800000000004,35.90079365079365,37.840873015873015,42.75059523809524,45.358531746031744,53.32123505976095,65.85334661354581,70.86964285714286,77.9703162055336,114.34718253968255,103.11621513944222,107.718
EXR,Extra Space Storage,7,Real Estate,,,,,6.339690721649485,6.986150793650793,8.541713147410357,9.200438247011952,8.280750988142293,5.543055555555555,9.606587301587302,14.010277777777778,21.32056,30.04793650793651,38.47607142857142,55.213769841269844,65.97837301587302,64.4706374501992,76.8901593625498,94.02253968253969,94.65778656126481,152.89912698412698,177.59195219123507,149.053
XOM,ExxonMobil,66,Energy,20.315198412698415,20.671935483870968,19.316230158730157,19.030714285714286,24.488809523809525,32.1552380952381,36.824780876494025,47.72824701195219,48.20624505928854,42.284325396825395,39.72829365079365,49.92496031746032,55.5504,59.64277777777777,65.87805555555556,57.80861111111111,62.36055555555556,61.34474103585658,62.29358565737052,59.97876984126984,38.330276679841894,53.8965873015873,89.48760956175299,111.1605
FFIV,"F5, Inc.",13,Information Technology,27.340079365079365,6.785362903225806,7.045714285714285,8.937698412698413,15.912896825396826,23.886825396825394,29.48235059760956,36.868844621513944,25.243596837944665,33.884325396825396,83.90539682539682,102.18944444444445,108.20688,85.9517857142857,114.00888888888889,117.77107142857143,115.20519841269841,129.59772908366534,166.3475298804781,147.27246031746034,135.92304347826087,202.92630952380952,171.92733067729085,145.28050000000002
FDS,FactSet,2,Financials,17.38547619047619,17.13290322580645,16.592658730158732,20.940833333333334,24.35952380952381,28.37075396825397,37.89219123505976,52.60880478087649,44.58624505928854,46.95670634920635,66.27123015873015,85.13563492063493,84.17392,92.08289682539683,107.39436507936509,148.498373015873,148.24309523809524,163.61820717131474,200.36,250.14265873015873,302.23501976284587,359.3800396825397,413.0617928286852,415.331
FICO,Fair Isaac,0,Information Technology,12.62718253968254,21.450161290322583,24.16138888888889,34.13654761904762,32.24126984126984,37.13,37.91657370517928,36.80462151394422,21.11280632411067,17.34190476190476,23.325,28.274126984126983,41.85283999999999,49.92626984126984,59.16690476190476,87.24904761904762,111.87769841269841,138.03247011952192,190.153984063745,300.86047619047616,406.2225296442688,463.17892857142857,461.8442629482072,624.0845
FAST,Fastenal,15,Industrials,2.246904761904762,2.464193548387097,2.9826190476190475,3.1133333333333333,4.598452380952381,5.285,6.799681274900398,7.060916334661354,7.565652173913043,6.2756349206349205,9.133769841269842,12.62579365079365,17.002080000000003,18.82488095238095,18.459920634920632,16.636150793650796,18.323373015873013,20.13155378486056,24.038565737051794,29.521825396825395,38.89379446640316,51.27638888888889,51.297370517928286,48.2695
